-2,0,-7,-1,-1,-2,-1,1
2,-2,0,0,1,2,1,6
-4,7,-1,2,-1,-2,-4,-8
-4,-7,-2,-1,-4,-2,0,2
-3,0,-6,-2,-2,-2,-2,-2
-3,-1,7,1,-1,-2,-3,-4
1,3,9,0,0,3,-1,1
-2,-3,12,-3,-2,-4,-1,-3
-3,-9,-38,-3,0,-1,-2,-1
-3,-2,24,2,-4,-4,-3,-2
0,-8,-9,0,-1,-1,0,0
0,3,12,-1,-2,-1,1,3
-1,-1,15,-2,0,1,2,-1
-3,-1,7,-2,-1,1,-3,-3
-1,2,-5,3,1,0,0,-1
2,5,0,4,1,1,-2,-6
-1,-8,11,0,0,0,0,9
-1,-1,-17,-8,-1,-1,-1,-1
0,-4,-5,-3,-3,-1,0,4
-1,-3,0,0,-4,-2,-2,-3
-1,-3,-14,2,1,-1,-1,-2
-3,-2,6,0,1,-2,0,-8
4,3,-13,-2,1,-2,-2,2
-3,-6,-10,-2,-1,-1,2,-5
2,6,2,-2,-1,2,-4,-2
-1,-1,2,1,-2,-1,2,4
-2,-2,-4,-1,0,1,2,-2
-1,-4,-5,-1,-1,-6,-5,-1
-2,0,21,4,2,2,8,-1
7,5,1,0,0,4,13,0
-7,-13,-30,-10,-2,-4,-3,1
-4,-12,-25,-8,-6,-2,-10,-1
-1,2,5,3,-2,-6,0,-12
3,-2,14,1,1,-2,3,11
-2,6,10,2,-3,-1,3,-12
0,2,-2,-3,2,5,0,1
-2,-8,-12,-7,-5,-4,-6,-4
-3,-6,-15,2,-1,1,-11,-5
0,-1,-6,0,1,-1,8,-3
-1,-1,1,-2,4,1,-12,-7
-1,10,6,-2,-2,-5,5,-20
0,5,2,6,-2,-4,-12,-13
-3,-8,-12,-3,-3,-4,-7,2
3,-1,4,2,0,1,8,-2
-2,3,4,1,-1,-4,3,8
-4,2,3,-7,-2,-4,-3,2
1,1,6,4,-2,-2,-9,4
-4,-4,-13,-6,-3,2,13,-1
7,1,-1,-2,-1,0,13,5
-14,-5,-8,-4,0,5,2,1
1,-1,4,0,-3,-2,-19,0
1,3,-1,-2,-3,-7,-10,1
0,1,2,1,0,1,-12,4
-2,-1,-1,-2,-2,1,12,2
5,5,7,-3,0,0,4,1
-7,3,4,1,-4,-6,-11,-3
2,-5,-3,1,-2,1,-15,-5
3,0,-4,1,-1,-2,26,-2
-6,-3,-3,-5,-3,-5,-17,-5
7,-1,4,2,1,3,5,3
-3,4,7,8,5,2,-4,4
6,-9,-6,-1,0,4,-9,13
-7,-4,-7,-2,-1,5,-6,-13
0,-3,4,-5,-1,-10,3,1
-8,-9,7,-1,-3,0,-7,-4
-12,-8,-20,-2,-4,-8,-4,-3
-1,-6,5,-4,5,-4,-34,-11
5,6,1,3,0,8,3,3
-9,16,19,-2,0,0,23,-13
0,-3,-1,-2,-4,-12,-50,-19
7,4,9,3,0,3,33,20
-11,-8,-17,-4,0,23,-22,1
2,3,1,1,-1,-28,5,15
2,14,6,-2,2,4,48,6
-2,-3,-7,-1,-1,-3,-7,-3
10,-3,3,0,-2,16,1,-19
0,-1,-8,-1,-1,0,-11,21
-4,-7,-2,-1,-1,-17,-32,13
-5,20,17,-4,-7,-10,-17,-14
4,8,3,16,8,7,49,26
7,-3,-10,-2,2,19,53,51
-2,-14,-6,-6,-3,6,31,-19
-5,7,10,-1,-4,16,-30,-57
8,-13,-7,-3,-2,-26,57,69
5,-12,-24,-7,-3,0,-38,-32
-6,-3,9,2,-1,-8,57,-32
-11,-13,-16,-11,-7,-7,36,-23
-12,6,5,-2,-2,-3,-55,-34
2,12,9,4,-1,12,19,-10
2,-2,-11,1,8,17,52,16
8,-7,3,3,-1,-32,28,56
11,-2,-2,-3,-2,-27,4,30
-14,-17,-8,-8,-11,-13,-45,-86
21,21,13,5,2,2,-8,16
9,-13,-5,6,11,13,26,73
-24,-5,-4,-2,4,19,11,-25
-1,3,3,-3,-8,-5,-12,-18
5,1,4,-2,-4,-7,-25,33
-5,5,1,3,1,5,-5,-36
16,14,6,-4,-8,-6,21,17
-20,1,-6,-1,8,16,46,52
5,-10,-10,0,-3,-4,-98,19
